product_id,product_name,category,subcategory,discounted_price,actual_price,rating,rating_count,sentiment_score,sentiment_category
B085194JFL,"tizum HDMI to VGA Adapter Cable 1080P for Projector, Computer, Laptop, TV, Projectors & TV",Electronics,"Home Theater, TV & Video",3.4875,6.2375,3.7,10962,0.13805555555555554,Positive
B09F6S8BT6,Samsung 80 cm (32 Inches) Wondertainment Series HD Ready LED Smart TV UA32T4340BKXXL (Glossy Black),Electronics,"Home Theater, TV & Video",168.625,286.25,4.3,16299,-0.17224489795918366,Negative
B09NHVCHS9,Flix Micro Usb Cable For Smartphone (Black),Computers & Accessories,Accessories & Peripherals,0.7375,2.4875,4.0,9378,0.47333333333333333,Positive
B0B1YVCJ2Y,Acer 80 cm (32 inches) I Series HD Ready Android Smart LED TV AR32AR2841HDFL (Black),Electronics,"Home Theater, TV & Video",143.7375,249.875,4.3,4703,0.22760834670947025,Positive
B01M4GGIVU,Tizum High Speed HDMI Cable with Ethernet | Supports 3D 4K | for All HDMI Devices Laptop Computer Gaming Console TV Set Top Box (1.5 Meter/ 5 Feet),Electronics,"Home Theater, TV & Video",2.4875,8.7375,4.2,12153,0.206422305764411,Positive
B08B42LWKN,OnePlus 80 cm (32 inches) Y Series HD Ready LED Smart Android TV 32Y1 (Black),Electronics,"Home Theater, TV & Video",187.4875,249.9875,4.2,34899,0.17133768315018313,Positive
B094JNXNPV,"Ambrane Unbreakable 3 in 1 Fast Charging Braided Multipurpose Cable for Speaker with 2.1 A Speed - 1.25 meter, Black",Computers & Accessories,Accessories & Peripherals,3.7375,4.9875,4.0,2766,0.18476190476190474,Positive
B09W5XR9RT,"Duracell USB C To Lightning Apple Certified (Mfi) Braided Sync & Charge Cable For Iphone, Ipad And Ipod. Fast Charging Lightning Cable, 3.9 Feet (1.2M) - Black",Computers & Accessories,Accessories & Peripherals,12.125,24.9875,4.4,184,0.42604166666666665,Positive
B077Z65HSD,"boAt A400 USB Type-C to USB-A 2.0 Male Data Cable, 2 Meter (Black)",Computers & Accessories,Accessories & Peripherals,3.7375,12.4875,4.3,20850,0.36069444444444443,Positive
B00NH11PEY,"AmazonBasics USB 2.0 - A-Male to A-Female Extension Cable for Personal Computer, Printer (Black, 9.8 Feet/3 Meters)",Computers & Accessories,Accessories & Peripherals,2.4875,9.375,4.5,74976,0.1986274509803922,Positive
B09CMM3VGK,"Ambrane 60W / 3A Type C Fast Charging Unbreakable 1.5m L Shaped Braided Cable, PD Technology, 480Mbps Data Transfer for Smartphones, Tablet, Laptops & other type c devices (ABLC10, Black)",Computers & Accessories,Accessories & Peripherals,2.2375,6.2375,4.0,1934,0.18425925925925923,Positive
B08QSC1XY8,"Zoul USB C 60W Fast Charging 3A 6ft/2M Long Type C Nylon Braided Data Cable Quick Charger Cable QC 3.0 for Samsung Galaxy M31S M30 S10 S9 S20 Plus, Note 10 9 8, A20e A40 A50 A70 (2M, Grey)",Computers & Accessories,Accessories & Peripherals,4.8625,13.7375,4.3,974,0.15928571428571425,Positive
B0B4HJNPV4,"pTron Solero T351 3.5Amps Fast Charging Type-C to Type-C PD Data & Charging USB Cable, Made in India, 480Mbps Data Sync, Durable 1 Meter Long Cable for Type-C Smartphones, Tablets & Laptops (Black)",Computers & Accessories,Accessories & Peripherals,2.4875,12.4875,3.9,1075,0.17499999999999996,Positive
B08Y1SJVV5,"pTron Solero MB301 3A Micro USB Data & Charging Cable, Made in India, 480Mbps Data Sync, Strong & Durable 1.5-Meter Nylon Braided USB Cable for Micro USB Devices - (Black)",Computers & Accessories,Accessories & Peripherals,1.2375,8.33325,3.9,24871,0.48666666666666664,Positive
B07XLCFSSN,"Amazonbasics Nylon Braided Usb-C To Lightning Cable, Fast Charging Mfi Certified Smartphone, Iphone Charger (6-Foot, Dark Grey)",Computers & Accessories,Accessories & Peripherals,11.2375,23.75,4.4,13552,0.35102564102564104,Positive
B09RZS1NQT,"Sounce 65W OnePlus Dash Warp Charge Cable, 6.5A Type-C to USB C PD Data Sync Fast Charging Cable Compatible with One Plus 8T/ 9/ 9R/ 9 pro/ 9RT/ 10R/ Nord & for All Type C Devices – Red, 1 Meter",Computers & Accessories,Accessories & Peripherals,2.4875,12.4875,4.0,576,0.31973684210526315,Positive
B0B3MMYHYW,OnePlus 126 cm (50 inches) Y Series 4K Ultra HD Smart Android LED TV 50Y1S Pro (Black),Electronics,"Home Theater, TV & Video",412.4875,574.9875,4.2,7298,0.08502712477396027,Positive
B09C6HWG18,"Duracell Type C To Type C 5A (100W) Braided Sync & Fast Charging Cable, 3.9 Feet (1.2M). USB C to C Cable, Supports PD & QC 3.0 Charging, 5 GBPS Data Transmission – Black",Computers & Accessories,Accessories & Peripherals,12.125,24.9875,4.2,462,0.16436213991769552,Positive
B00NH11KIK,"AmazonBasics USB 2.0 Cable - A-Male to B-Male - for Personal Computer, Printer- 6 Feet (1.8 Meters), Black",Computers & Accessories,Accessories & Peripherals,2.6125,8.6875,4.5,107687,0.19923756798756798,Positive
B09JPC82QC,Mi 108 cm (43 inches) Full HD Android LED TV 4C | L43M6-INC (Black),Electronics,"Home Theater, TV & Video",249.9875,437.4875,4.3,27151,0.1497275741909705,Positive
B07JW1Y6XV,"Wayona Nylon Braided 3A Lightning to USB A Syncing and Fast Charging Data Cable for iPhone, Ipad (3 FT Pack of 1, Black)",Computers & Accessories,Accessories & Peripherals,4.9875,13.7375,4.2,24269,0.48194444444444445,Positive
B07KRCW6LZ,"TP-Link Nano AC600 USB Wi-Fi Adapter(Archer T2U Nano)- 2.4G/5G Dual Band Wireless Network Adapter for PC Desktop Laptop, Mini Travel Size, Supports Windows 11,10, 8.1, 8, 7, XP/Mac OS 10.9-10.15",Computers & Accessories,Networking Devices,12.4875,19.9875,4.3,12093,0.2895021645021645,Positive
B09NJN8L25,"FLiX (Beetel USB to Micro USB PVC Data Sync & 2A Fast Charging Cable, Made in India, 480Mbps Data Sync, Solid Cable, 1 Meter Long USB Cable for Micro USB Devices (White)(XCD-M11)",Computers & Accessories,Accessories & Peripherals,0.7375,2.4875,4.0,9378,0.47333333333333333,Positive
B07XJYYH7L,"Wecool Nylon Braided Multifunction Fast Charging Cable For Android Smartphone, Ios And Type C Usb Devices, 3 In 1 Charging Cable, 3A, (3 Feet) (Black)",Computers & Accessories,Accessories & Peripherals,4.1625,12.4875,3.3,9792,0.05335497835497835,Positive
B002PD61Y4,D-Link DWA-131 300 Mbps Wireless Nano USB Adapter (Black),Computers & Accessories,Networking Devices,6.3375,15.1,4.1,8131,0.29062499999999997,Positive
B014I8SSD0,"Amazon Basics High-Speed HDMI Cable, 6 Feet - Supports Ethernet, 3D, 4K video,Black",Electronics,"Home Theater, TV & Video",3.8625,5.9375,4.4,426973,0.37478991596638656,Positive
B09L8DSSFH,7SEVEN® Compatible for Samsung Smart 4K Ultra HD TV Monitor Remote Control Replacement of Original Samsung TV Remote for LED OLED UHD QLED and Suitable for 6 7 8 Series Samsung TV with Hot Keys BN59-01259E,Electronics,"Home Theater, TV & Video",4.9875,12.4875,3.6,493,0.22887445887445884,Positive
B07232M876,"Amazonbasics Micro Usb Fast Charging Cable For Android Smartphone,Personal Computer,Printer With Gold Plated Connectors (6 Feet, Black)",Computers & Accessories,Accessories & Peripherals,2.4875,4.9375,4.2,92595,0.16491424624757953,Positive
B07P681N66,"TP-Link AC600 600 Mbps WiFi Wireless Network USB Adapter for Desktop PC with 2.4GHz/5GHz High Gain Dual Band 5dBi Antenna Wi-Fi, Supports Windows 11/10/8.1/8/7/XP, Mac OS 10.15 and earlier (Archer T2U Plus)",Computers & Accessories,Networking Devices,14.9875,27.4875,4.4,24780,0.19819686411149826,Positive
B0711PVX6Z,"AmazonBasics Micro USB Fast Charging Cable for Android Phones with Gold Plated Connectors (3 Feet, Black)",Computers & Accessories,Accessories & Peripherals,2.2375,6.25,4.2,92595,0.16491424624757953,Positive
B082T6V3DT,"AmazonBasics New Release Nylon USB-A to Lightning Cable Cord, Fast Charging MFi Certified Charger for Apple iPhone, iPad (6-Ft, Rose Gold)",Computers & Accessories,Accessories & Peripherals,9.9875,26.25,4.3,8188,0.2901515151515152,Positive
B07MKFNHKG,VW 80 cm (32 inches) Frameless Series HD Ready LED TV VW32A (Black),Electronics,"Home Theater, TV & Video",87.4875,162.4875,4.2,4003,0.19174174174174174,Positive
B0BFWGBX61,"Ambrane Unbreakable 3A Fast Charging Braided Type C Cable    1.5 Meter (RCT15, Blue) Supports QC 2.0/3.0 Charging",Computers & Accessories,Accessories & Peripherals,2.4875,4.3625,4.1,314,0.22288888888888891,Positive
B01N90RZ4M,Tata Sky Universal Remote,Electronics,"Home Theater, TV & Video",2.875,6.2375,3.7,2960,0.12658730158730158,Positive
B0088TKTY2,"TP-LINK WiFi Dongle 300 Mbps Mini Wireless Network USB Wi-Fi Adapter for PC Desktop Laptop(Supports Windows 11/10/8.1/8/7/XP, Mac OS 10.9-10.15 and Linux, WPS, Soft AP Mode, USB 2.0) (TL-WN823N),Black",Computers & Accessories,Networking Devices,8.1125,17.4875,4.2,179691,0.2789406713505074,Positive
B09Q5SWVBJ,OnePlus 80 cm (32 inches) Y Series HD Ready Smart Android LED TV 32 Y1S (Black),Electronics,"Home Theater, TV & Video",199.9875,274.9875,4.2,34899,0.17133768315018313,Positive
B0B4DT8MKT,"Wecool Unbreakable 3 in 1 Charging Cable with 3A Speed, Fast Charging Multi Purpose Cable 1.25 Mtr Long, Type C cable, Micro Usb Cable and Cable for iPhone, White",Computers & Accessories,Accessories & Peripherals,4.35,18.7375,4.2,656,0.12965277777777776,Positive
B08CDKQ8T6,"Portronics Konnect L 1.2Mtr, Fast Charging 3A Micro USB Cable with Charge & Sync Function (Grey)",Computers & Accessories,Accessories & Peripherals,1.925,4.3625,4.3,7064,0.3444444444444445,Positive
B07B275VN9,"Airtel DigitalTV DTH Television, Setup Box Remote Compatible for SD and HD Recording (Black)",Electronics,"Home Theater, TV & Video",2.2375,9.9875,3.7,2201,0.14228438228438228,Positive
B0B15CPR37,Samsung 108 cm (43 inches) Crystal 4K Neo Series Ultra HD Smart LED TV UA43AUE65AKXXL (Black),Electronics,"Home Theater, TV & Video",412.375,598.75,4.3,7109,0.17282988616321948,Positive
B0994GFWBH,Lapster 1.5 mtr USB 2.0 Type A Male to USB A Male Cable for computer and laptop,Computers & Accessories,Accessories & Peripherals,1.7375,12.4875,4.0,1313,0.17765151515151517,Positive
B01GGKZ0V6,AmazonBasics USB Type-C to USB Type-C 2.0 Cable - 3 Feet Laptop (0.9 Meters) - White,Computers & Accessories,Accessories & Peripherals,4.1125,10.5625,4.2,29746,0.403305785123967,Positive
B09F9YQQ7B,Redmi 80 cm (32 inches) Android 11 Series HD Ready Smart LED TV | L32M6-RA/L32M7-RA (Black),Electronics,"Home Theater, TV & Video",174.9875,312.4875,4.2,45238,0.2229666666666667,Positive
B014I8SX4Y,"Amazon Basics High-Speed HDMI Cable, 6 Feet (2-Pack),Black",Electronics,"Home Theater, TV & Video",3.8625,17.5,4.4,426973,0.37478991596638656,Positive
B09Q8HMKZX,"Portronics Konnect L 20W PD Quick Charge Type-C to 8-Pin USB Mobile Charging Cable, 1.2M, Tangle Resistant, Fast Data Sync(Grey)",Computers & Accessories,Accessories & Peripherals,3.2875,8.7375,4.1,450,0.3534313725490197,Positive
B0B9XN9S3W,Acer 80 cm (32 inches) N Series HD Ready TV AR32NSV53HD (Black),Electronics,"Home Theater, TV & Video",99.9875,187.375,4.3,457,0.30436666666666673,Positive
B07966M8XH,"Model-P4 6 Way Swivel Tilt Wall Mount 32-55-inch Full Motion Cantilever for LED,LCD and Plasma TV's",Electronics,"Home Theater, TV & Video",19.9875,37.4875,4.2,2727,0.3591666666666667,Positive
B01GGKYKQM,"Amazon Basics USB Type-C to USB-A 2.0 Male Fast Charging Cable for Laptop - 3 Feet (0.9 Meters), Black",Computers & Accessories,Accessories & Peripherals,2.7375,8.75,4.3,20053,0.2417948717948718,Positive
B0B86CDHL1,"oraimo 65W Type C to C Fast Charging Cable USB C to USB C Cable High Speed Syncing, Nylon Braided 1M length with LED Indicator Compatible For Laptop, Macbook, Samsung Galaxy S22 S20 S10 S20Fe S21 S21 Ultra A70 A51 A71 A50S M31 M51 M31S M53 5G",Computers & Accessories,Accessories & Peripherals,4.3625,11.2375,4.5,149,0.1685416666666667,Positive
B0B5ZF3NRK,"CEDO 65W OnePlus Dash Warp Charge Cable, USB A to Type C Data Sync Fast Charging Cable Compatible with One Plus 3 /3T /5 /5T /6 /6T /7 /7T /7 pro & for All Type C Devices - 1 Meter, Red",Computers & Accessories,Accessories & Peripherals,4.3625,7.4875,4.1,210,0.417948717948718,Positive
B09RFC46VP,Redmi 108 cm (43 inches) 4K Ultra HD Android Smart LED TV X43 | L43R7-7AIN (Black),Electronics,"Home Theater, TV & Video",337.4875,537.4875,4.2,45238,0.2229666666666667,Positive
B08R69VDHT,"Pinnaclz Original Combo of 2 Micro USB Fast Charging Cable, USB Charging Cable for Data Transfer Perfect for Android Smart Phones White 1.2 Meter Made in India (Pack of 2)",Computers & Accessories,Accessories & Peripherals,1.4375,6.2375,4.0,7732,0.30989583333333337,Positive
B09RWZRCP1,"boAt Type C A750 Stress Resistant, Tangle-free, Sturdy Flat Cable with 6.5A Fast Charging & 480Mbps Data Transmission, 10000+ Bends Lifespan and Extended 1.5m Length(Rebellious Black)",Computers & Accessories,Accessories & Peripherals,4.9875,12.4875,4.1,1780,0.2539879931389365,Positive
B09CMP1SC8,"Ambrane 2 in 1 Type-C & Micro USB Cable with 60W / 3A Fast Charging, 480 mbps High Data, PD Technology & Quick Charge 3.0, Compatible with All Type-C & Micro USB Devices (ABDC-10, Black)",Computers & Accessories,Accessories & Peripherals,2.4875,6.2375,4.1,602,0.2351904761904762,Positive
B09YLXYP7Y,"Ambrane 60W / 3A Fast Charging Output Cable with Type-C to USB for Mobile, Neckband, True Wireless Earphone Charging, 480mbps Data Sync Speed, 1m Length (ACT - AZ10, Black)",Computers & Accessories,Accessories & Peripherals,2.2375,4.9875,4.0,1423,0.36687499999999995,Positive
B09ZPM4C2C,TCL 80 cm (32 inches) HD Ready Certified Android Smart LED TV 32S5205 (Black),Electronics,"Home Theater, TV & Video",136.2625,387.375,4.1,398,0.31099999999999994,Positive
B0B2DJDCPX,"SWAPKART Fast Charging Cable and Data Sync USB Cable Compatible for iPhone 6/6S/7/7+/8/8+/10/11, 12, 13 Pro max iPad Air/Mini, iPod and iOS Devices (White)",Computers & Accessories,Accessories & Peripherals,2.6125,6.2375,3.9,536,0.4333333333333333,Positive
B0BCZCQTJX,Firestick Remote,Electronics,"Home Theater, TV & Video",17.925,49.9875,4.0,32,0.2288119834710744,Positive
B07LGT55SJ,"Wayona Usb Nylon Braided Data Sync And Charging Cable For Iphone, Ipad Tablet (Red, Black)",Computers & Accessories,Accessories & Peripherals,4.9875,13.7375,4.2,24269,0.48194444444444445,Positive
B09NKZXMWJ,"Flix (Beetel) Usb To Type C Pvc Data Sync And 2A 480Mbps Data Sync, Tough Fast Charging Long Cable For Usb Type C Devices, Charging Adapter (White, 1 Meter) - Xcd-C12",Computers & Accessories,Accessories & Peripherals,1.7375,3.1125,4.0,9378,0.47333333333333333,Positive
B08QX1CC14,SKYWALL 81.28 cm (32 inches) HD Ready Smart LED TV 32SWELS-PRO (Black),Electronics,"Home Theater, TV & Video",91.2375,239.0625,3.4,902,0.17625000000000002,Positive
B0974H97TJ,"boAt A 350 Type C Cable for Smartphone, Charging Adapter (1.5m, Carbon Black)",Computers & Accessories,Accessories & Peripherals,3.7375,9.9875,4.4,28791,0.5154166666666667,Positive
B07GVGTSLN,"Wayona Usb Type C Fast Charger Cable Fast Charging Usb C Cable/Cord Compatible For Samsung Galaxy S10E S10 S9 S8 Plus S10+,Note 10 Note 9 Note 8,S20,M31S,M40,Realme X3,Pixel 2 Xl (3 Ft Pack Of 1,Grey)",Computers & Accessories,Accessories & Peripherals,4.0625,16.2375,4.2,10576,0.19184210526315795,Positive
B09VCHLSJF,OnePlus 108 cm (43 inches) Y Series 4K Ultra HD Smart Android LED TV 43Y1S Pro (Black),Electronics,"Home Theater, TV & Video",374.9875,499.9875,4.2,7298,0.08502712477396027,Positive
B0B1YZX72F,Acer 127 cm (50 inches) I Series 4K Ultra HD Android Smart LED TV AR50AR2851UDFL (Black),Electronics,"Home Theater, TV & Video",349.9875,512.375,4.3,4703,0.22760834670947025,Positive
B092BJMT8Q,Samsung 108 cm (43 inches) Crystal 4K Series Ultra HD Smart LED TV UA43AUE60AKLXL (Black),Electronics,"Home Theater, TV & Video",387.375,661.25,4.3,7109,0.17282988616321948,Positive
B0BMXMLSMM,"Lapster 65W compatible for OnePlus Dash Warp Charge Cable , type c to c cable fast charging Data Sync Cable Compatible with One Plus 10R / 9RT/ 9 pro/ 9R/ 8T/ 9/ Nord & for All Type C Devices – Red, 1 Meter",Computers & Accessories,Accessories & Peripherals,2.4875,12.4875,4.5,127,0.4892028985507246,Positive
B07JH1C41D,"Wayona Nylon Braided (2 Pack) Lightning Fast Usb Data Cable Fast Charger Cord For Iphone, Ipad Tablet (3 Ft Pack Of 2, Grey)",Computers & Accessories,Accessories & Peripherals,8.1125,24.9875,4.2,24269,0.48194444444444445,Positive
B0141EZMAI,"Gizga Essentials USB WiFi Adapter for PC, 150 Mbps Wireless Network Adapter for Desktop - Nano Size WiFi Dongle Compatible with Windows, Mac OS & Linux Kernel | WPA/WPA2 Encryption Standards| Black",Computers & Accessories,Networking Devices,3.3625,10.0,3.6,10134,0.3958922558922559,Positive
B09Q5P2MT3,OnePlus 108 cm (43 inches) Y Series Full HD Smart Android LED TV 43 Y1S (Black),Electronics,"Home Theater, TV & Video",312.4875,399.9875,4.2,34899,0.17133768315018313,Positive
B08HDH26JX,"boAt Deuce USB 300 2 in 1 Type-C & Micro USB Stress Resistant, Sturdy Cable with 3A Fast Charging & 480mbps Data Transmission, 10000+ Bends Lifespan and Extended 1.5m Length(Mercurial Black)",Computers & Accessories,Accessories & Peripherals,3.7375,8.7375,4.2,94363,0.2403703703703703,Positive
B09VT6JKRP,Lapster USB 3.0 A to Micro B SuperSpeed for hard disk cable - short cable,Computers & Accessories,Accessories & Peripherals,2.4875,12.4875,4.1,425,0.5700000000000001,Positive
B09T3KB6JZ,TCL 100 cm (40 inches) Full HD Certified Android R Smart LED TV 40S6505 (Black),Electronics,"Home Theater, TV & Video",237.375,512.375,4.2,6659,0.10562289562289565,Positive
B093QCY6YJ,"ZEBRONICS ZEB-USB150WF1 WiFi USB Mini Adapter Supports 150 Mbps Wireless Data, Comes with Advanced Security WPA/WPA2 encryption Standards",Computers & Accessories,Networking Devices,3.625,4.3625,3.7,1977,0.3933333333333333,Positive
B093ZNQZ2Y,"LOHAYA Remote Compatible for Mi Smart LED TV 4A Remote Control (32""/43"") [ Compatible for Mi Tv Remote Control ] [ Compatible for Mi Smart LED Tv Remote Control ]",Electronics,"Home Theater, TV & Video",3.1125,9.9875,3.8,1079,0.13749999999999998,Positive
B08LKS3LSP,"Gilary Multi Charging Cable, 3 in 1 Nylon Braided Fast Charging Cable for iPhone Micro USB Type C Mobile Phone | Colour May Vary |",Computers & Accessories,Accessories & Peripherals,4.3125,12.4875,3.7,1097,0.24761904761904763,Positive
B00V4BGDKU,TP-Link UE300 USB 3.0 to RJ45 Gigabit Ethernet Network Adapter - Plug and Play,Computers & Accessories,Networking Devices,13.7375,23.7375,4.5,22420,0.24861111111111112,Positive
B08CHKQ8D4,"Wayona Type C to Lightning MFI Certified 20W Fast charging Nylon Braided USB C Cable for iPhone 14, 14 Pro, 14 Pro Max, 14 Plus, 13, 13 Pro, 13 Pro Max, 13 Mini, 12, 12 Pro, 11, 11 Pro Max iPhone 12 Mini, X, 8 (2M, Grey)",Computers & Accessories,Accessories & Peripherals,8.9875,18.7375,4.1,1045,0.31164529914529915,Positive
B09BW334ML,Dealfreez Case Compatible with Fire TV Stick 3rd Gen 2021 Full Wrap Silicone Remote Cover Anti-Lost with Loop (D-Black),Electronics,"Home Theater, TV & Video",4.3625,18.7375,4.3,4145,0.3525641025641026,Positive
B082T6GVLJ,"Amazon Basics New Release Nylon USB-A to Lightning Cable Cord, Fast Charging MFi Certified Charger for Apple iPhone, iPad (3-Ft, Rose Gold)",Computers & Accessories,Accessories & Peripherals,10.6125,22.6125,4.3,6547,0.3490740740740741,Positive
B07DL1KC3H,Isoelite Remote Compatible for Samsung LED/LCD Remote Control Works with All Samsung LED/LCD TV Model No :- BN59-607A (Please Match The Image with Your Old Remote),Electronics,"Home Theater, TV & Video",3.7375,11.2375,4.0,1588,0.13694291819291818,Positive
B0B6F98KJJ,MI 100 cm (40 inches) 5A Series Full HD Smart Android LED TV with 24W Dolby Audio & Metal Bezel-Less Frame (Black) (2022 Model),Electronics,"Home Theater, TV & Video",274.9875,374.9875,4.2,32840,0.4046153846153846,Positive
B07JNVF678,"Wayona Nylon Braided USB Data Sync and Fast Charging 3A Short Power Bank Cable For iPhones, iPad Air, iPad mini, iPod Nano and iPod Touch (Grey)",Computers & Accessories,Accessories & Peripherals,4.3625,12.4875,4.2,13120,0.25931372549019605,Positive
B09QGZFBPM,"Wayona Type C To Type C Long Fast Charging Cable Type C Charger Cord Compatible With Samsung S22 S20 S20 Fe 2022 S22 Ultra S21 Ultra A70 A51 A53 A33 A73 M51 M31 M33 M53 (Grey, 2M, 65W, 6Ft)",Computers & Accessories,Accessories & Peripherals,4.9875,12.4875,4.3,2806,0.371144255050505,Positive
B07JGDB5M1,"Wayona Nylon Braided 2M / 6Ft Fast Charge Usb To Lightning Data Sync And Charging Cable For Iphone, Ipad Tablet (6 Ft Pack Of 1, Grey)",Computers & Accessories,Accessories & Peripherals,5.6125,16.2375,4.2,24269,0.48194444444444445,Positive
B0981XSZJ7,CROSSVOLT Compatible Dash/Warp Data Sync Fast Charging Cable Supported for All C Type Devices (Cable),Computers & Accessories,Accessories & Peripherals,3.7375,12.4875,4.3,766,0.3462962962962963,Positive
B0B9XLX8VR,VU 139 cm (55 inches) The GloLED Series 4K Smart LED Google TV 55GloLED (Grey),Electronics,"Home Theater, TV & Video",474.9875,812.5,4.3,3587,0.16584832451499118,Positive
B08Y5KXR6Z,"PTron Solero T241 2.4A Type-C Data & Charging USB Cable, Made in India, 480Mbps Data Sync, Durable 1-Meter Long USB Cable for Type-C USB Devices for Charging Adapter (Black)",Computers & Accessories,Accessories & Peripherals,1.2375,10.0,3.9,24871,0.48666666666666664,Positive
B09F6VHQXB,"Croma 80 cm (32 Inches) HD Ready LED TV (CREL7369, Black) (2021 Model)",Electronics,"Home Theater, TV & Video",92.375,250.0,4.1,2581,0.4375,Positive
B0974G5Q2Y,"boAt Laptop, Smartphone Type-c A400 Male Data Cable (Carbon Black)",Computers & Accessories,Accessories & Peripherals,3.4137500000000003,12.4875,4.3,20850,0.36069444444444443,Positive
B09YL9SN9B,LG 80 cm (32 inches) HD Ready Smart LED TV 32LQ576BPSA (Ceramic Black),Electronics,"Home Theater, TV & Video",199.875,299.875,4.3,1035,0.26874482401656313,Positive
B09RX1FK54,"boAt Type C A750 Stress Resistant, Tangle-free, Sturdy Flat Cable with 6.5A Fast Charging & 480Mbps Data Transmission, 10000+ Bends Lifespan and Extended 1.5m Length(Radiant Red)",Computers & Accessories,Accessories & Peripherals,4.9875,12.4875,4.1,1780,0.2539879931389365,Positive
B09TT6BFDX,Cotbolt Silicone Protective Case Cover for LG an MR21GA Magic Remote Shockproof for LG Smart TV Remote 2021 Protective Skin Waterproof Anti Lost (Black) (Remote Not Included),Electronics,"Home Theater, TV & Video",4.9875,24.9875,4.5,505,0.202,Positive
B09KH58JZR,Portronics Konnect L POR-1403 Fast Charging 3A Type-C Cable 1.2 Meter with Charge & Sync Function for All Type-C Devices (White),Computers & Accessories,Accessories & Peripherals,2.625,4.9875,4.1,1717,0.01604166666666667,Positive
B09DDCQFMT,Electvision Remote Control Compatible with Amazon Fire tv Stick (Pairing Manual Will be Back Side Remote Control)(P),Electronics,"Home Theater, TV & Video",16.2375,24.9875,3.6,590,0.03666666666666667,Positive
